System,EventTemplate,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP
BGL,data cache search parity error detected. attempting to correct,0,0,0,0,0,0,0,1,0,0
BGL,shutdown complete,1,0,0,0,0,0,0,0,0,0
BGL,"ciod: Error loading <*>: invalid or missing program image, Exec format error",0,0,0,0,0,0,0,1,0,0
BGL,total of <*> ddr error(s) detected and corrected,0,0,0,0,0,0,0,1,0,0
BGL,critical input interrupt (unit=<*> bit=<*>): warning for torus z- wire,0,0,0,0,0,0,0,1,0,0
BGL,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected,0,0,0,0,0,0,0,1,0,0
BGL,program interrupt: privileged instruction...<*>,0,0,0,0,0,0,0,1,0,0
BGL,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected,2,0,0,0,0,0,0,0,0,0
BGL,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,0,0,0,0,0,2,0,1,0,0
BGL,iar <*> dear <*>,0,0,0,0,0,2,0,1,0,0
BGL,<*> floating point alignment exceptions,0,0,0,0,0,0,0,1,0,0
BGL,"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",0,0,0,0,0,2,0,1,0,0
BGL,rts: kernel terminated for reason <*>,0,0,0,0,0,0,0,1,0,0
BGL,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",0,1,0,0,0,0,0,0,0,0
BGL,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,0,0,0,0,0,0,0,1,0,0
BGL,MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),0,0,0,0,0,0,0,1,0,0
BGL,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",0,0,0,0,0,0,0,0,0,0
BGL,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",0,0,0,0,0,0,0,1,0,0
BGL,dbcr0=<*> dbsr=<*> ccr0=<*>,0,0,0,0,0,0,0,1,0,0
BGL,r24=<*> r25=<*> r26=<*> r27=<*>,0,0,0,0,0,0,0,1,0,0
BGL,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",1,0,0,0,0,0,0,0,0,0
BGL,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>",1,0,0,0,0,0,0,0,0,0
BGL,ciod: LOGIN chdir(<*>) failed: No such file or directory,0,0,0,0,0,0,0,1,0,0
BGL,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,0,0,0,0,0,0,0,1,0,0
BGL,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",1,0,0,0,0,0,0,0,0,0
BGL,"PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",0,1,0,0,0,0,0,1,0,0
BGL,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,0,0,0,0,0,0,0,1,0,0
BGL,"CE sym <*>, at <*>, mask <*>",0,0,0,0,0,2,0,1,0,0
BGL,minus normalized number..................<*>,3,0,0,0,0,0,0,0,0,0
BGL,Lustre mount FAILED : <*> : block_id : location,1,0,0,0,0,0,0,0,0,0
BGL,fraction rounded.........................<*>,2,0,0,0,0,0,0,0,0,0
BGL,Node card is not fully functional,0,0,0,0,0,0,0,1,0,0
BGL,"critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",1,0,0,0,0,0,0,0,0,0
BGL,size of scratchpad portion of L3.........<*> (<*>),0,0,0,0,0,0,0,1,0,0
BGL,"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",0,0,0,0,0,0,0,1,0,0
BGL,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",1,0,0,0,0,0,0,0,0,0
BGL,ciod: LOGIN chdir(<*>) failed: Input/output error,2,0,0,0,0,0,0,0,0,0
BGL,"ciod: Error loading <*>: invalid or missing program image, Permission denied",0,0,0,0,0,0,0,1,0,0
BGL,"critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",0,0,0,0,0,0,0,1,0,0
BGL,"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds",0,1,0,0,0,0,0,0,0,0
BGL,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0,0,0,0,0,0,0,1,0,0
BGL,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,2,0,0,0,0,0,0,0,0,0
BGL,total of <*> ddr error(s) detected and corrected over <*> seconds,0,0,0,0,0,0,0,1,0,0
BGL,ciod: pollControlDescriptors: Detected the debugger died.,0,0,0,0,0,0,0,1,0,0
BGL,"ciod: Error loading <*>: program image too big, <*> > <*>",3,0,0,0,0,0,0,0,0,0
BGL,fpr29=<*>,0,0,0,0,0,0,0,1,0,0
BGL,Machine State Register: <*>,1,0,0,0,0,0,0,0,0,0
BGL,instruction cache parity error corrected,0,1,0,0,0,0,0,0,0,0
BGL,ciod: generated <*> core files for program <*>,0,0,0,0,0,0,0,1,0,0
Hadoop,Created MRAppMaster for application <*>,0,0,0,0,0,0,0,0,0,0
Hadoop,Executing with tokens:,0,1,0,0,0,1,0,2,0,0
Hadoop,"Kind: YARN_AM_RM_TOKEN, Service: , Ident: (appAttemptId { application_id { id: <*> cluster_timestamp: <*> } attemptId: <*> } keyId: <*>)",0,0,0,0,0,0,0,0,0,0
Hadoop,Using mapred newApiCommitter.,1,0,0,0,0,0,0,0,0,0
Hadoop,OutputCommitter set in config <*>,1,0,0,0,0,0,0,0,0,0
Hadoop,OutputCommitter is org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,0,0,0,0,0,1,0,0,0,0
Hadoop,Default file system [hdfs://<*>:<*>],0,1,0,0,0,0,0,0,0,0
Hadoop,Emitting job history data to the timeline server is not enabled,1,0,0,0,0,1,0,0,0,0
Hadoop,Registering class org.apache.hadoop.mapreduce.<*> for class org.apache.hadoop.mapreduce.<*>,1,0,0,0,0,1,0,0,0,0
Hadoop,loaded properties from hadoop-metrics2.properties,1,0,0,0,0,0,0,0,0,0
Hadoop,Scheduled snapshot period at <*> second(s).,0,2,0,0,0,0,0,0,0,0
Hadoop,MRAppMaster metrics system started,0,0,0,0,0,0,0,1,0,0
Hadoop,Adding job token for <*> to jobTokenSecretManager,1,2,0,0,0,0,0,0,0,0
Hadoop,Not uberizing <*> because: not enabled; too many maps; too much input;,0,0,0,0,0,0,2,0,0,0
Hadoop,Input size for job <*> = <*>. Number of splits = <*>,0,0,0,0,0,0,0,0,0,0
Hadoop,Number of reduces for job <*> = <*>,0,1,0,0,0,0,0,0,0,0
Hadoop,<*> Transitioned from NEW to INITED,0,0,0,0,0,1,0,0,0,0
Hadoop,"MRAppMaster launching normal, non-uberized, multi-container job <*>.",0,2,0,0,0,0,0,0,0,0
Hadoop,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,1,0,0,0,0,1,0,0,0,0
Hadoop,Instantiated MRClientService at MININT-<*>/<*>:<*>,0,2,0,0,0,0,0,0,0,0
Hadoop,Logging to <*>(org.mortbay.log) via <*>,1,0,0,0,0,1,0,0,0,0
Hadoop,Http request log for http.requests.mapreduce is not defined,1,0,0,0,0,1,0,0,0,0
Hadoop,Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer2$QuotingInputFilter),1,0,0,0,0,1,0,0,0,0
Hadoop,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context mapreduce,0,1,0,0,0,1,0,2,0,0
Hadoop,Added filter AM_PROXY_FILTER (class=org.apache.hadoop.yarn.server.webproxy.amfilter.AmIpFilter) to context static,0,2,0,0,0,0,0,0,0,0
Hadoop,adding path spec: <*>,0,0,0,0,0,0,0,1,0,0
Hadoop,Jetty bound to port <*>,0,2,0,0,0,0,0,0,0,0
Hadoop,jetty-<*>,1,0,0,0,0,0,0,0,0,0
Hadoop,Extract jar:file:<*> to <*>,0,2,0,0,0,0,0,0,0,0
Hadoop,Started HttpServer2$SelectChannelConnectorWithSafeStartup@<*>:<*>,0,0,0,0,0,1,0,0,0,0
Hadoop,Web app <*> started at <*>,0,0,0,0,0,1,0,0,0,0
Hadoop,Registered webapp guice modules,0,0,0,0,0,1,0,0,0,0
Hadoop,Using callQueue class java.util.concurrent.LinkedBlockingQueue,0,2,0,0,0,0,0,0,0,0
Hadoop,JOB_CREATE <*>,1,0,0,0,0,1,0,0,0,0
Hadoop,nodeBlacklistingEnabled:<*>,0,0,0,0,0,0,0,0,0,0
Hadoop,maxTaskFailuresPerNode is <*>,0,1,0,0,0,1,0,2,0,0
Hadoop,blacklistDisablePercent is <*>,0,0,0,0,0,0,0,1,0,0
Hadoop,Starting Socket Reader #<*> for port <*>,0,0,0,0,0,0,2,0,0,0
Hadoop,IPC Server listener on <*>: starting,0,2,0,0,0,0,0,0,0,0
Hadoop,IPC Server Responder: starting,0,2,0,0,0,0,0,0,0,0
Hadoop,Connecting to ResourceManager at <*>/<*>:<*>,1,0,0,0,0,0,0,0,0,0
Hadoop,"maxContainerCapability: <memory:<*>, vCores:<*>",1,0,0,0,0,1,0,0,0,0
Hadoop,queue: default,1,0,0,0,0,0,0,0,0,0
Hadoop,Upper limit on the thread pool size is <*>,1,0,0,0,0,0,0,0,0,0
Hadoop,yarn.client.max-cached-nodemanagers-proxies : <*>,0,0,0,0,0,0,0,11,0,0
Hadoop,<*> Transitioned from INITED to SETUP,0,2,0,0,0,0,0,0,0,0
Hadoop,Processing the event EventType: JOB_SETUP,0,2,0,0,0,0,0,0,0,0
Hadoop,<*> Transitioned from SETUP to RUNNING,1,0,0,0,0,0,0,0,0,0
Hadoop,<*> Task Transitioned from NEW to SCHEDULED,0,0,0,0,0,0,0,0,0,0
Hadoop,"mapResourceRequest:<memory:<*>, vCores:<*>",0,1,0,0,0,1,0,2,0,0
Hadoop,"Event Writer setup for JobId: <*>, File: hdfs://<*>",0,0,0,0,0,0,0,1,0,0
Hadoop,"reduceResourceRequest:<memory:<*>, vCores:<*>",1,0,0,0,0,1,0,0,0,0
Hadoop,The job-jar file on the remote FS is hdfs://<*>,0,0,0,0,0,0,2,0,0,0
Hadoop,The job-conf file on the remote FS is <*>,0,0,0,0,0,0,0,1,0,0
Hadoop,Adding #<*> tokens and #<*> secret keys for NM use for launching container,0,2,0,0,0,0,0,0,0,0
Hadoop,Size of containertokens_dob is <*>,0,1,0,0,0,1,0,2,0,0
Hadoop,Putting shuffle token in serviceData,1,0,0,0,0,0,2,5,0,0
Hadoop,Assigned container <*> to <*>,0,2,0,0,0,0,0,0,0,0
Hadoop,<*> TaskAttempt Transitioned from UNASSIGNED to ASSIGNED,0,2,0,0,0,0,0,0,0,0
Hadoop,Launching <*>,0,0,0,0,0,0,0,0,0,0
Hadoop,Shuffle port returned by ContainerManager for <*> : <*>,0,0,0,0,0,1,0,0,0,0
Hadoop,TaskAttempt: [<*>] using containerId: [<*> on NM: [<*>:<*>],0,0,0,0,0,0,0,0,0,0
Hadoop,<*> TaskAttempt Transitioned from ASSIGNED to RUNNING,0,0,0,0,0,1,0,0,0,0
Hadoop,ATTEMPT_START <*>,0,2,0,0,0,0,0,0,0,0
Hadoop,<*> Task Transitioned from SCHEDULED to RUNNING,0,0,0,0,0,0,2,0,0,0
Hadoop,Got allocated containers <*>,0,2,0,0,0,0,0,0,0,0
Hadoop,"Cannot assign container Container: [ContainerId: <*>, NodeId: <*>:<*>, NodeHttpAddress: <*>:<*>, Resource: <memory:<*>, vCores:<*>, Priority: <*>, Token: Token { kind: ContainerToken, service: <*>:<*> }, ] for a map as either container memory less than required <memory:<*>, vCores:<*> or no pending map tasks - maps.isEmpty=<*>",0,2,0,0,0,0,0,0,0,0
Hadoop,Container complete event for unknown container id <*>,0,2,0,0,0,0,0,0,0,0
Hadoop,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,0,1,0,0,0,0,0,0,0,0
Hadoop,Auth successful for <*> (auth:SIMPLE),0,2,0,0,0,0,0,0,0,0
Hadoop,JVM with ID : <*> asked for a task,1,0,0,0,0,1,0,0,0,0
Hadoop,JVM with ID: <*> given task: <*>,1,0,0,0,0,1,0,0,0,0
Hadoop,Done acknowledgement from <*>,1,0,0,0,0,1,0,0,0,0
Hadoop,<*> TaskAttempt Transitioned from RUNNING to SUCCESS_CONTAINER_CLEANUP,0,2,0,0,0,0,0,0,0,0
Hadoop,<*> TaskAttempt Transitioned from SUCCESS_CONTAINER_CLEANUP to SUCCEEDED,0,0,0,0,0,0,0,0,0,0
Hadoop,Task succeeded with attempt <*>,0,0,0,0,0,1,0,0,0,0
Hadoop,<*> Task Transitioned from RUNNING to SUCCEEDED,0,0,0,0,0,0,0,0,0,0
Hadoop,Num completed Tasks: <*>,0,1,0,0,0,1,0,2,0,0
Hadoop,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>",0,0,0,0,0,0,0,1,0,0
Hadoop,Reduce slow start threshold reached. Scheduling reduces.,0,0,0,0,0,0,0,0,0,0
Hadoop,All maps assigned. Ramping up all remaining reduces:<*>,0,0,0,0,0,0,0,11,0,0
Hadoop,DefaultSpeculator.addSpeculativeAttempt -- we are speculating <*>,1,0,0,0,0,1,0,0,0,0
Hadoop,We launched <*> speculations. Sleeping <*> milliseconds.,2,0,0,0,0,0,0,0,0,0
Hadoop,Scheduling a redundant attempt for task <*>,0,2,0,0,0,0,0,0,0,0
Hadoop,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",1,0,0,0,0,1,0,0,0,0
Hadoop,Received completed container <*>,0,0,0,0,0,0,0,0,0,0
Hadoop,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,0,2,0,0,0,0,0,0,0,0
Hadoop,Diagnostics report from <*>: Container killed by the ApplicationMaster.,1,0,0,0,0,1,0,0,0,0
Hadoop,"Slow ReadProcessor read fields took <*> (threshold=<*>); ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos: <*>, targets: [<*>:<*>, <*>:<*>]",1,0,0,0,0,1,0,0,0,0
Hadoop,DFSOutputStream ResponseProcessor exception for block BP-<*>:<*>,0,0,0,0,0,0,2,0,0,0
Hadoop,"Error Recovery for block BP-<*>:<*> in pipeline <*>:<*>, <*>:<*>: bad datanode <*>:<*>",0,0,0,0,0,0,0,1,0,0
Hadoop,DataStreamer Exception,1,0,0,0,0,1,0,0,0,0
Hadoop,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@<*>,0,1,0,0,0,1,0,2,0,0
Hadoop,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception.",0,2,0,0,0,0,0,0,0,0
Hadoop,Progress of TaskAttempt <*> is : <*>,0,2,0,0,0,0,0,0,0,0
Hadoop,Task: <*> - exited : java.net.NoRouteToHostException: No Route to Host from MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,0,0,0,0,0,1,0,0,0,0
Hadoop,Diagnostics report from <*>: Error: java.net.NoRouteToHostException: No Route to Host from MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,2,1,0,0,0,0,0,0,0,0
Hadoop,<*> TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP,0,2,0,0,0,0,0,0,0,0
Hadoop,Processing the event EventType: <*> for container <*> taskAttempt <*>,0,0,0,0,0,0,0,0,0,0
Hadoop,KILLING <*>,0,0,0,0,0,0,2,0,0,0
Hadoop,Opening proxy : <*>:<*>,0,0,0,0,0,1,0,0,0,0
Hadoop,<*> TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,0,1,0,0,0,1,0,2,0,0
Hadoop,Processing the event EventType: TASK_ABORT,0,0,0,0,0,0,0,1,0,0
Hadoop,Task cleanup failed for attempt <*>,0,1,0,0,0,1,0,2,0,0
Hadoop,<*> TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,0,2,0,0,0,0,0,0,0,0
Hadoop,Resolved <*> to <*>,0,0,0,0,0,1,0,0,0,0
Hadoop,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,0,0,0,0,0,0,0,11,0,0
Hadoop,<*> failures on node MININT-<*>,0,2,0,0,0,0,0,0,0,0
Hadoop,Added <*> to list of failed maps,1,0,0,0,0,1,0,0,0,0
Hadoop,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,0,0,0,0,0,0,0,11,0,0
Hadoop,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,0,0,0,0,0,0,0,0,0,0
Hadoop,"Retrying connect to server: <*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)",0,2,0,0,0,0,0,0,0,0
Hadoop,ERROR IN CONTACTING RM.,0,0,0,0,0,0,0,1,0,0
Hadoop,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,0,2,0,0,0,0,0,0,0,0
Mac,"network_reachability_changed : network is not reachable, netbiosd is shutting down",1,0,0,0,0,0,0,2,0,0
Mac,mDNS_DeregisterInterface: Frequent transitions for interface awdl0 (<*>),0,2,0,0,0,0,0,0,0,0
Mac,<*>:<*>:<*> : BTLE discovered device with hash <*> <*> <*>,0,0,0,0,0,0,0,1,0,0
Mac,<*>:<*>:<*> : Finished generating hashes,1,0,0,0,0,1,0,0,0,0
Mac,[BluetoothHIDDeviceController] EventServiceDisconnectedCallback,0,1,0,0,0,1,0,0,0,0
Mac,PMStats: Hibernate read took <*> ms,0,1,0,0,0,1,0,0,0,0
Mac,"VDCAssistant: Found a camera (<*>) , but was not able to start it up (<*> -- (os/kern) successful)",0,0,0,0,0,0,0,0,0,0
Mac,handle_will_sleep_auth_and_shield_windows: Reordering authw <*>(<*>) (lock state: <*>),0,0,0,0,0,0,0,0,0,0
Mac,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] Checking with local engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >",1,0,0,0,0,0,0,0,1,0
Mac,WARNING: Type1 font data isn't in the correct format required by the Adobe Type <*> Font Format specification.,0,1,0,0,0,1,0,0,0,0
Mac,[IOBluetoothFamily][staticBluetoothTransportShowsUp] -- Received Bluetooth Controller register service notification -- <*>,0,1,0,0,0,1,0,0,0,0
Mac,"<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp updateProductWithProductID:usingEngine:] Checking for updates for ""com.google.Keystone"" using engine <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=""<*>"" lockFile=<KSLockFile:<*> path=""<*>"" locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=""<*>""> errors=<*> >",1,0,0,0,0,1,0,0,0,0
Mac,mDNS_RegisterInterface: Frequent transitions for interface awdl0 (<*>),0,1,0,0,0,0,0,0,2,0
Mac,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOutOfProcessFetcher(PrivateMethods) launchedHelperTaskForToolPath:error:] KSOutOfProcessFetcher launched '<*>' with process id: <*>,0,0,1,0,0,0,0,0,0,0
Mac,host connection <NSXPCConnection: <*> connection from pid <*> invalidated,0,0,0,0,0,0,0,0,0,0
Mac,Error in CoreDragRemoveReceiveHandler: <*>,0,0,0,0,0,0,0,0,0,0
Mac,CCXPCService::setStreamEventHandler Registered for notification callback.,1,0,0,0,0,1,0,0,0,0
Mac,[HID] [MT] MTActuatorManagement::getActuatorRef Calling MTActuatorOpen() outside of MTTrackpadHIDManager.,1,0,0,0,0,0,0,0,1,0
Mac,<*>:<*>:<*> : BTLE scanning stopped,1,0,0,0,0,0,0,0,0,0
Mac,<*>:<*>:<*> : Discoverable mode changed to Off,1,1,0,0,0,0,0,0,0,0
Mac,enabling pid=<*> for plug-in com.apple.ncplugin.weather(<*>) <*>-<*>-<*>-<*>-<*> <*>,0,1,0,0,0,0,0,0,0,0
Mac,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSAgentApp performSelfUpdateWithEngine:] Checking for self update with Engine: <KSUpdateEngine:<*> ticketStore=<KSPersistentTicketStore:<*> store=<KSKeyedPersistentStore:<*> path=<*> lockFile=<KSLockFile:<*> path=<*> locked=NO > >> processor=<KSActionProcessor:<*> delegate=<KSUpdateEngine:<*> isProcessing=NO actionsCompleted=<*> progress=<*> errors=<*> currentActionErrors=<*> events=<*> currentActionEvents=<*> actionQueue=( ) > delegate=(<*>) serverInfoStore=<KSServerPrivateInfoStore:<*> path=<*> errors=<*> >,0,0,0,0,0,0,0,1,0,0
Mac,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSOmahaServer updateInfosForUpdateResponse:updateRequest:infoStore:upToDateTickets:updatedTickets:events:errors:] Response passed CUP validation.,0,0,0,0,0,0,0,0,0,0
Mac,[<*>:<*>:<*>] <<<< IQ-CA >>>> piqca_setUsePreQueue: (<*>) rejecting report of layer being serviced - IQ has not yet begun to update,0,0,0,0,0,0,0,0,0,0
Mac,[<*>:<*>:<*>] itemasync_CopyProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,2,0,0,0,0,0,0,0,0,0
Mac,[<*>:<*>:<*>] itemasync_SetProperty signalled err=<*> (kFigBaseObjectError_Invalidated) (invalidated) at <*> line <*>,0,1,0,0,0,1,0,0,0,0
Mac,wake time set <*> s,0,0,0,0,0,0,0,0,1,0
Mac,Internal name did not resolve to internal address!,0,0,0,0,0,0,0,0,0,0
Mac,Service exited with abnormal code: <*>,0,1,0,0,0,1,0,0,0,0
Mac,Central manager is not powered on,0,1,0,0,0,1,0,0,0,0
Mac,<IMMacNotificationCenterManager: <*>: DND Enabled: YES,1,1,0,0,0,0,0,0,0,0
Mac,network changed: <*>(<*>:<*>) <*>(<*>) DNS Proxy SMB,0,0,0,0,0,0,0,0,0,0
Mac,Wake reason: ?,1,0,0,0,0,1,0,0,0,0
Mac,tcp_connection_destination_perform_socket_connect <*> connectx to <*>:<*>@<*> failed: [<*>] Network is unreachable,0,1,0,0,0,0,0,1,0,0
Mac,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:<*>] Error Domain=NSURLErrorDomain Code=<*> ""The request timed out."" UserInfo={NSUnderlyingError=<*> {Error Domain=kCFErrorDomainCFNetwork Code=<*> ""The request timed out."" UserInfo={NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorCodeKey=<*>, _kCFStreamErrorDomainKey=<*>, NSLocalizedDescription=The request timed out.}}, NSErrorFailingURLStringKey=<*>, NSErrorFailingURLKey=<*>, _kCFStreamErrorDomainKey=<*>, _kCFStreamErrorCodeKey=<*>, NSLocalizedDescription=The request timed out.}",0,1,0,0,0,1,0,0,0,0
Mac,hibernate_flush_memory: buffer_cache_gc freed up <*> wired pages,1,0,0,0,0,0,0,0,0,0
Mac,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- Connected to the transport successfully -- <*> -- <*> -- <*> ****,1,0,0,0,0,0,0,0,0,0
Mac,hciControllerOnline; HID devices? <*>,0,1,0,0,0,1,0,0,0,0
Mac,mDNS_DeregisterInterface: Frequent transitions for interface en0 (<*>),0,0,0,0,0,0,0,0,0,0
Mac,"ARPT: <*>: IOPMPowerSource Information: onSleep, SleepType: Standby, 'ExternalConnected': No, 'TimeRemaining': <*>,",1,0,0,0,0,0,0,3,0,0
Mac,AppleActuatorHIDEventDriver: message service is terminated,0,1,0,0,0,0,0,0,2,0
Mac,[<*>:<*>:<*>] <<<< CRABS >>>> crabsFlumeHostUnavailable: [<*>] Byte flume reports host unavailable.,0,0,0,0,0,1,0,0,0,0
Mac,"CCFile::captureLog Received Capture notice id: <*>, reason = DeauthInd:sts:<NUM>_rsn:<NUM>",1,0,0,0,0,0,0,0,0,0
Mac,payload Data <*> <*>,0,3,0,0,0,0,0,0,0,0
Mac,[HID] [ATC] [Error] AppleDeviceManagementHIDEventService::start Could not make a string from out connection notification key,0,1,0,0,0,1,0,0,0,0
Mac,"hibernate_teardown: wired_pages <*>, free_pages <*>, active_pages <*>, inactive_pages <*>, speculative_pages <*>, cleaned_pages <*>, compressor_pages <*>",0,0,0,0,0,0,0,0,0,0
Mac,**** [IOBluetoothFamily][ProcessBluetoothTransportShowsUpActionWL] -- calling IOBluetoothFamily's registerService() -- <*> -- <*> -- <*> ****,0,1,0,0,0,1,0,0,0,0
Mac,hibernate_rebuild_pmap_structs done: last_valid_compact_indx <*>,0,2,0,0,0,0,0,0,1,0
Mac,(ImportBailout.Error:<*>) Asked to exit for Diskarb,0,0,0,1,0,0,0,0,0,0
Mac,<*>-<*>-<*> <*>:<*>:<*> GoogleSoftwareUpdateAgent[<*>/<*>] [lvl=<*>] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:<*> productID=<*> version=<*> xc=<KSPathExistenceChecker:<*> path=<*> url=<*> creationDate=<*>-<*>-<*> <*>:<*>:<*> ticketVersion=<*> > )} Using server: <KSOmahaServer:<*> engine=<KSUpdateEngine:<*> >,0,1,0,0,0,1,0,0,0,0
Mac,tcp_connection_tls_session_error_callback_imp <*> tcp_connection_tls_session_handle_read_error.<*> error <*>,0,0,0,1,0,0,0,0,0,0
Mac,Checking iCDP status for DSID <*> (checkWithServer=<*>),1,0,0,0,0,0,0,2,0,0
Mac,ARPT: <*>: ARPT: Wake Reason: Wake on TCP Timeout,0,0,0,0,0,0,0,0,0,0
Mac,network changed: DNS*,0,0,0,0,0,0,0,0,0,0
