LineId,Date,Time,Level,Process,Component,Content,EventId,EventTemplate,System,VariableTemplate,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP
812,2015-10-18,"18:04:51,114",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,All maps assigned. Ramping up all remaining reduces:1,Hadoop_E12,All maps assigned. Ramping up all remaining reduces:<*>,Hadoop,O O O O O O O O OBA OBA OBA OBA OBA OBA OBA OBA OBA OBA OBA,0,0,0,0,0,0,0,11,0,0
817,2015-10-18,"18:04:51,755",INFO,DefaultSpeculator background processing,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,DefaultSpeculator.addSpeculativeAttempt -- we are speculating task_1445144423722_0020_m_000000,Hadoop_E32,DefaultSpeculator.addSpeculativeAttempt -- we are speculating <*>,Hadoop,O O O O O O O O O O O O O OID O O TDA,1,0,0,0,0,1,0,0,0,0
818,2015-10-18,"18:04:51,755",INFO,DefaultSpeculator background processing,org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator,We launched 1 speculations.  Sleeping 15000 milliseconds.,Hadoop_E112,We launched <*> speculations. Sleeping <*> milliseconds.,Hadoop,O O O O O O O O O O O O O OID O O OID,2,0,0,0,0,0,0,0,0,0
819,2015-10-18,"18:04:51,755",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl,Scheduling a redundant attempt for task task_1445144423722_0020_m_000000,Hadoop_E93,Scheduling a redundant attempt for task <*>,Hadoop,O O O O O O O O O LOI O LOI,0,2,0,0,0,0,0,0,0,0
825,2015-10-18,"18:04:52,552",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,"getResources() for application_1445144423722_0020: ask=5 release= 0 newContainers=0 finishedContainers=1 resourcelimit=<memory:0, vCores:-27> knownNMs=4",Hadoop_E45,"getResources() for <*>: ask=<*> release= <*> newContainers=<*> finishedContainers=<*> resourcelimit=<memory:<*>, vCores:<*> knownNMs=<*>",Hadoop,O O O O O O O O O O O O O OID O O TDA,1,0,0,0,0,1,0,0,0,0
826,2015-10-18,"18:04:52,552",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Received completed container container_1445144423722_0020_01_000005,Hadoop_E84,Received completed container <*>,Hadoop,O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
827,2015-10-18,"18:04:52,552",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,After Scheduling: PendingReds:0 ScheduledMaps:1 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,Hadoop_E11,After Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,O O O O O O O O O LOI O LOI,0,2,0,0,0,0,0,0,0,0
828,2015-10-18,"18:04:52,552",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Diagnostics report from attempt_1445144423722_0020_m_000003_0: Container killed by the ApplicationMaster.,Hadoop_E34,Diagnostics report from <*>: Container killed by the ApplicationMaster.,Hadoop,O O O O O O O O O O O O O OID O O TDA,1,0,0,0,0,1,0,0,0,0
908,2015-10-18,"18:05:57,009",WARN,ResponseProcessor for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,"Slow ReadProcessor read fields took 65020ms (threshold=30000ms); ack: seqno: -2 status: SUCCESS status: ERROR downstreamAckTimeNanos: 0, targets: [10.86.169.121:50010, 10.190.173.170:50010]",Hadoop_E96,"Slow ReadProcessor read fields took <*> (threshold=<*>); ack: seqno: <*> status: SUCCESS status: ERROR downstreamAckTimeNanos: <*>, targets: [<*>:<*>, <*>:<*>]",Hadoop,O O O O O O O O O O O O O OID O O TDA,1,0,0,0,0,1,0,0,0,0
909,2015-10-18,"18:05:57,009",WARN,ResponseProcessor for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,DFSOutputStream ResponseProcessor exception  for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,Hadoop_E33,DFSOutputStream ResponseProcessor exception for block BP-<*>:<*>,Hadoop,O O O O O O O O CRS CRS,0,0,0,0,0,0,2,0,0,0
910,2015-10-18,"18:05:57,024",WARN,DataStreamer for file /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,"Error Recovery for block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731 in pipeline 10.86.169.121:50010, 10.190.173.170:50010: bad datanode 10.190.173.170:50010",Hadoop_E39,"Error Recovery for block BP-<*>:<*> in pipeline <*>:<*>, <*>:<*>: bad datanode <*>:<*>",Hadoop,O O O O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
912,2015-10-18,"18:05:57,024",WARN,DataStreamer for file /tmp/hadoop-yarn/staging/msrabi/.staging/job_1445144423722_0020/job_1445144423722_0020_1.jhist block BP-1347369012-10.190.173.170-1444972147527:blk_1073743512_2731,org.apache.hadoop.hdfs.DFSClient,DataStreamer Exception,Hadoop_E30,DataStreamer Exception,Hadoop,O O O O O O O O O O O O O OID O O TDA,1,0,0,0,0,1,0,0,0,0
1039,2015-10-18,"18:06:26,139",ERROR,eventHandlingThread,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@7317849d,Hadoop_E40,Error writing History Event: org.apache.hadoop.mapreduce.jobhistory.TaskAttemptUnsuccessfulCompletionEvent@<*>,Hadoop,O O O O O O O O O O LOI O O OBA O O O O OBA TDA O,0,1,0,0,0,1,0,2,0,0
1040,2015-10-18,"18:06:26,139",ERROR,eventHandlingThread,org.apache.hadoop.yarn.YarnUncaughtExceptionHandler,"Thread Thread[eventHandlingThread,5,main] threw an Exception.",Hadoop_E108,"Thread Thread[eventHandlingThread,<*>,main] threw an Exception.",Hadoop,O O O O O O O O O LOI O LOI,0,2,0,0,0,0,0,0,0,0
1052,2015-10-18,"18:06:28,170",INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.37551183,Hadoop_E80,Progress of TaskAttempt <*> is : <*>,Hadoop,O O O O O O O O O O LOI O LOI,0,2,0,0,0,0,0,0,0,0
1053,2015-10-18,"18:06:28,217",FATAL,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Task: attempt_1445144423722_0020_m_000001_0 - exited : java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,Hadoop_E101,Task: <*> - exited : java.net.NoRouteToHostException: No Route to Host from MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,Hadoop,O O O O O O O O O O O O TDA O O O O O,0,0,0,0,0,1,0,0,0,0
1055,2015-10-18,"18:06:28,217",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,Diagnostics report from attempt_1445144423722_0020_m_000001_0: Error: java.net.NoRouteToHostException: No Route to Host from  MININT-FNANLI5/127.0.0.1 to msra-sa-41:9000 failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see:  http://wiki.apache.org/hadoop/NoRouteToHost,Hadoop_E35,Diagnostics report from <*>: Error: java.net.NoRouteToHostException: No Route to Host from MININT-<*>/<*> to <*>:<*> failed on socket timeout exception: java.net.NoRouteToHostException: No route to host: no further information; For more details see: http://wiki.apache.org/hadoop/NoRouteToHost,Hadoop,O O O O O O O O OID O O OID O O LOI,2,1,0,0,0,0,0,0,0,0
1056,2015-10-18,"18:06:28,217",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP,Hadoop_E18,<*> TaskAttempt Transitioned from RUNNING to FAIL_CONTAINER_CLEANUP,Hadoop,O O O O O O O O O LOI O LOI,0,2,0,0,0,0,0,0,0,0
1057,2015-10-18,"18:06:28,217",INFO,ContainerLauncher #2,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,Processing the event EventType: CONTAINER_REMOTE_CLEANUP for container container_1445144423722_0020_01_000003 taskAttempt attempt_1445144423722_0020_m_000001_0,Hadoop_E77,Processing the event EventType: <*> for container <*> taskAttempt <*>,Hadoop,O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
1058,2015-10-18,"18:06:28,217",INFO,ContainerLauncher #2,org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl,KILLING attempt_1445144423722_0020_m_000001_0,Hadoop_E60,KILLING <*>,Hadoop,O O O O O O O O CRS CRS,0,0,0,0,0,0,2,0,0,0
1059,2015-10-18,"18:06:28,217",INFO,ContainerLauncher #2,org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy,Opening proxy : MININT-FNANLI5.fareast.corp.microsoft.com:52368,Hadoop_E74,Opening proxy : <*>:<*>,Hadoop,O O O O O O O O O O O O TDA O O O O O,0,0,0,0,0,1,0,0,0,0
1060,2015-10-18,"18:06:28,233",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,Hadoop_E15,<*> TaskAttempt Transitioned from FAIL_CONTAINER_CLEANUP to FAIL_TASK_CLEANUP,Hadoop,O O O O O O O O O O LOI O O OBA O O O O OBA TDA O,0,1,0,0,0,1,0,2,0,0
1061,2015-10-18,"18:06:28,233",INFO,CommitterEvent Processor #2,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Processing the event EventType: TASK_ABORT,Hadoop_E79,Processing the event EventType: TASK_ABORT,Hadoop,O O O O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1063,2015-10-18,"18:06:28,248",WARN,CommitterEvent Processor #2,org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,Task cleanup failed for attempt attempt_1445144423722_0020_m_000001_0,Hadoop_E99,Task cleanup failed for attempt <*>,Hadoop,O O O O O O O O O O LOI O O OBA O O O O OBA TDA O,0,1,0,0,0,1,0,2,0,0
1064,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_0 TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,Hadoop_E16,<*> TaskAttempt Transitioned from FAIL_TASK_CLEANUP to FAILED,Hadoop,O O O O O O O O O O LOI O LOI,0,2,0,0,0,0,0,0,0,0
1066,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.yarn.util.RackResolver,Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack,Hadoop_E90,Resolved <*> to <*>,Hadoop,O O O O O O O O O O O O TDA O O O O O,0,0,0,0,0,1,0,0,0,0
1067,2015-10-18,"18:06:28,248",INFO,AsyncDispatcher event handler,org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl,attempt_1445144423722_0020_m_000001_1 TaskAttempt Transitioned from NEW to UNASSIGNED,Hadoop_E17,<*> TaskAttempt Transitioned from NEW to UNASSIGNED,Hadoop,O O O O O O O O OBA OBA OBA OBA OBA OBA OBA OBA OBA OBA OBA,0,0,0,0,0,0,0,11,0,0
1068,2015-10-18,"18:06:28,248",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor,2 failures on node MININT-FNANLI5.fareast.corp.microsoft.com,Hadoop_E1,<*> failures on node MININT-<*>,Hadoop,O O O O O O O O O LOI O LOI,0,2,0,0,0,0,0,0,0,0
1069,2015-10-18,"18:06:28,248",INFO,Thread-50,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Added attempt_1445144423722_0020_m_000001_1 to list of failed maps,Hadoop_E2,Added <*> to list of failed maps,Hadoop,O O O O O O O O O O O O O OID O O TDA,1,0,0,0,0,1,0,0,0,0
1072,2015-10-18,"18:06:29,108",INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Before Scheduling: PendingReds:0 ScheduledMaps:3 ScheduledReds:1 AssignedMaps:9 AssignedReds:0 CompletedMaps:1 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3,Hadoop_E24,Before Scheduling: PendingReds:<*> ScheduledMaps:<*> ScheduledReds:<*> AssignedMaps:<*> AssignedReds:<*> CompletedMaps:<*> CompletedReds:<*> ContAlloc:<*> ContRel:<*> HostLocal:<*> RackLocal:<*>,Hadoop,O O O O O O O O OBA OBA OBA OBA OBA OBA OBA OBA OBA OBA OBA,0,0,0,0,0,0,0,11,0,0
1997,2015-10-18,"18:10:54,202",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.hdfs.LeaseRenewer,Failed to renew lease for [DFSClient_NONMAPREDUCE_1537864556_1] for 356 seconds.  Will retry shortly ...,Hadoop_E44,Failed to renew lease for [<*>] for <*> seconds. Will retry shortly ...,Hadoop,O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
1998,2015-10-18,"18:10:54,546",INFO,RMCommunicator Allocator,org.apache.hadoop.ipc.Client,"Retrying connect to server: msra-sa-41:8030. Already tried 0 time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=10, sleepTime=1000 MILLISECONDS)",Hadoop_E91,"Retrying connect to server: <*>:<*>. Already tried <*> time(s); retry policy is RetryUpToMaximumCountWithFixedSleep(maxRetries=<*>, sleepTime=<*> MILLISECONDS)",Hadoop,O O O O O O O O O O LOI O LOI,0,2,0,0,0,0,0,0,0,0
1999,2015-10-18,"18:10:54,546",ERROR,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,ERROR IN CONTACTING RM.,Hadoop_E38,ERROR IN CONTACTING RM.,Hadoop,O O O O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
2000,2015-10-18,"18:10:55,202",WARN,LeaseRenewer:msrabi@msra-sa-41:9000,org.apache.hadoop.ipc.Client,Address change detected. Old: msra-sa-41/10.190.173.170:9000 New: msra-sa-41:9000,Hadoop_E10,Address change detected. Old: <*>/<*>:<*> New: <*>:<*>,Hadoop,O O O O O O O O O LOI O LOI,0,2,0,0,0,0,0,0,0,0
