LineId,Label,Timestamp,Date,User,Month,Day,Time,Location,Component,PID,Content,EventId,EventTemplate,System,VariableTemplate,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP
1330,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,md,,"md driver 0.90.0 MAX_MD_DEVS=256, MD_SB_DISKS=27",Thunderbird_E69,"md driver <*> MAX_MD_DEVS=<*>, MD_SB_DISKS=<*>",Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1332,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,megaraid,,#39# (Release Date: Mon Sep 27 22:15:07 EDT 2004),Thunderbird_E9,<*> (Release Date: <*> <*>),Thunderbird,O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
1333,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,megaraid,,fw version:[516A] bios version:[H418],Thunderbird_E47,fw version:[<*>] bios version:[<*>],Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1334,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,megaraid,,probe new device 0x1028:0x0013:0x1028:0x016c: bus 2:slot 14:func 0,Thunderbird_E91,probe new device <*>:<*>:<*>:<*>: bus <*>:slot <*>:func <*>,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1335,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,mice,,PS/2 mouse device common for all mice,Thunderbird_E96,PS/<*> mouse device common for all mice,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1336,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,mtrr,,v2.0 (20020519),Thunderbird_E142,<*> (<*>),Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1337,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,nfslock,,rpc.statd startup succeeded,Thunderbird_E110,rpc.statd startup succeeded,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1338,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,portmap,,portmap startup succeeded,Thunderbird_E89,portmap startup succeeded,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1339,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,rc,,Starting ts_fixup: succeeded,Thunderbird_E122,Starting ts_fixup: succeeded,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1340,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,rpc.statd,1637.0,Version 1.0.6 Starting,Thunderbird_E144,Version <*> Starting,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1341,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,scsi0 ,,LSI Logic MegaRAID driver,Thunderbird_E68,LSI Logic MegaRAID driver,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1342,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,scsi,0.0,scanning scsi channel 0 [Phy 0] for non-raid devices,Thunderbird_E113,scanning scsi channel <*> [Phy <*>] for non-raid devices,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1343,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,scsi,0.0,scanning scsi channel 1 [virtual] for logical drives,Thunderbird_E114,scanning scsi channel <*> [virtual] for logical drives,Thunderbird,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
1344,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,sda,,asking for cache data failed,Thunderbird_E19,asking for cache data failed,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1345,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,sda,,assuming drive cache: write through,Thunderbird_E21,assuming drive cache: write through,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1346,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,sda,,sda1 sda2 sda3 sda4,Thunderbird_E115,sda1 sda2 sda3 sda4,Thunderbird,O O O O O O O O O O O O OID,1,0,0,0,0,0,0,0,0,0
1347,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,selinux_register_security,,Registering secondary module capability,Thunderbird_E105,Registering secondary module capability,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1348,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,serio,,"i8042 AUX port at 0x60,0x64 irq 12",Thunderbird_E12,"<*> AUX port at <*>,<*> irq <*>",Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1349,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,serio,,"i8042 KBD port at 0x60,0x64 irq 1",Thunderbird_E13,"<*> KBD port at <*>,<*> irq <*>",Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1350,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,syslog-ng,,syslog-ng startup succeeded,Thunderbird_E126,syslog-ng startup succeeded,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1351,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,syslog-ng,1605.0,syslog-ng version 1.6.7 starting,Thunderbird_E127,syslog-ng version <*> starting,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1352,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,time.c,,Detected 3591.360 MHz processor.,Thunderbird_E33,Detected <*> MHz processor.,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1353,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,time.c,,Using 14.318180 MHz HPET timer.,Thunderbird_E135,Using <*> MHz HPET timer.,Thunderbird,O O O O O O O O O O O O O O O O O OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN OBN,0,0,115,0,0,0,0,0,0,0
1354,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,time.c,,Using HPET based timekeeping.,Thunderbird_E138,Using HPET based timekeeping.,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1355,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,ts_fixup,,Creating Topspin /dev entries:,Thunderbird_E31,Creating Topspin <*> entries:,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1356,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,usbcore,,registered new driver hiddev,Thunderbird_E99,registered new driver hiddev,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1357,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,usbcore,,registered new driver hub,Thunderbird_E100,registered new driver hub,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1358,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,usbcore,,registered new driver usbfs,Thunderbird_E101,registered new driver usbfs,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1359,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,usbcore,,registered new driver usbhid,Thunderbird_E102,registered new driver usbhid,Thunderbird,O O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
1360,-,1131567043,2005.11.09,tbird-admin1,Nov,9,12:10:43,local@tbird-admin1,vesafb,,probe of vesafb0 failed with error -6,Thunderbird_E92,probe of vesafb0 failed with error <*>,Thunderbird,O O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
1383,-,1131567052,2005.11.09,tbird-admin1,Nov,9,12:10:52,local@tbird-admin1,netfs,,Mounting NFS filesystems: succeeded,Thunderbird_E73,Mounting NFS filesystems: succeeded,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1384,-,1131567052,2005.11.09,tbird-admin1,Nov,9,12:10:52,local@tbird-admin1,netfs,,Mounting other filesystems: failed,Thunderbird_E74,Mounting other filesystems: failed,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1403,-,1131567054,2005.11.09,#8#,Nov,9,12:10:54,#8#/#8#,sshd,2223.0,"connection from ""#28#""",Thunderbird_E29,"connection from ""#<*>#""",Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1453,-,1131567054,2005.11.09,tbird-admin1,Nov,9,12:10:54,local@tbird-admin1,gmetad,,Warning: we failed to resolve data source name dn910 dn911 dn912 dn913 dn914 dn915 dn916 dn917 dn918 dn919 dn920 dn921 dn922 dn923 dn924 dn925 dn926 dn927 dn928 dn929 dn930 dn931 dn932 dn933 dn934 dn935 dn936 dn937 dn938 dn939 dn940 dn941 dn942 dn943 dn944 dn945 dn946 dn947 dn948 dn949 dn950 dn951 dn952 dn953 dn954 dn955 dn956 dn957 dn958 dn959 dn960 dn961 dn962 dn963 dn964 dn965 dn966 dn967 dn968 dn969 dn970 dn971 dn972 dn973 dn974 dn975 dn976 dn977 dn978 dn979 dn980 dn981 dn982 dn983 dn984 dn985 dn986 dn987 dn988 dn989 dn990 dn991 dn992 dn993 dn994 dn995 dn996 dn997 dn998 dn999 dn1000 dn1001 dn1002 dn1003 dn1004 dn1005 dn1006 dn1007 dn1008 dn1009 dn1010 dn1011 dn1012 dn1013 dn1014 dn1015 dn1016 dn1017 dn1018 dn1019 dn1020 dn1021 dn1022 dn1023 dn1024,Thunderbird_E146,Warning: we failed to resolve data source name <*>,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1454,-,1131567054,2005.11.09,tbird-admin1,Nov,9,12:10:54,local@tbird-admin1,gmetad,,Warning: we failed to resolve trusted host name dadmin3 dadmin4,Thunderbird_E147,Warning: we failed to resolve trusted host name <*>,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1455,-,1131567054,2005.11.09,tbird-admin1,Nov,9,12:10:54,local@tbird-admin1,gmetad,,gmetad startup succeeded,Thunderbird_E48,gmetad startup succeeded,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1456,-,1131567055,2005.11.09,#8#,Nov,9,12:10:55,#8#/#8#,sshd2,4895.0,Now running on #29#'s privileges.,Thunderbird_E78,Now running on #<*>#'s privileges.,Thunderbird,O O O O O O O O O O O OBA O O,0,0,0,0,0,0,0,1,0,0
1457,-,1131567055,2005.11.09,#8#,Nov,9,12:10:55,#8#/#8#,sshd,4893.0,"User #29#, coming from #30#, authenticated.",Thunderbird_E134,"User #<*>#, coming from #<*>#, authenticated.",Thunderbird,O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
1462,-,1131567055,2005.11.09,tbird-admin1,Nov,9,12:10:55,local@tbird-admin1,NET,,Registered protocol family 10,Thunderbird_E103,Registered protocol family <*>,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1463,-,1131567055,2005.11.09,tbird-admin1,Nov,9,12:10:55,local@tbird-admin1,divert,,not allocating divert_blk for non-ethernet device sit0,Thunderbird_E77,not allocating divert_blk for non-ethernet device <*>,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1465,-,1131567055,2005.11.09,tbird-admin1,Nov,9,12:10:55,local@tbird-admin1,sshd,1761.0,Server listening on :: port 22.,Thunderbird_E116,Server listening on :: port <*>.,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1466,-,1131567055,2005.11.09,tbird-admin1,Nov,9,12:10:55,local@tbird-admin1,sshd,1761.0,error: Bind to port 22 on 0.0.0.0 failed: Address already in use.,Thunderbird_E44,error: Bind to port <*> on <*> failed: Address already in use.,Thunderbird,O O O O O O O O O O O LOI O O OBA O O O O OBA,0,1,0,0,0,0,0,2,0,0
1470,-,1131567057,2005.11.09,tbird-admin1,Nov,9,12:10:57,local@tbird-admin1,syslog-ng,1605.0,Cannot open file /dev/logsurfer for writing (No such file or directory),Thunderbird_E24,Cannot open file <*> for writing (No such file or directory),Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1471,-,1131567057,2005.11.09,tbird-admin1,Nov,9,12:10:57,local@tbird-admin1,syslog-ng,1605.0,Changing permissions on special file /dev/logsurfer,Thunderbird_E26,Changing permissions on special file <*>,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1484,-,1131567060,2005.11.09,tbird-admin1,Nov,9,12:11:00,local@tbird-admin1,solproxy,,succeeded,Thunderbird_E124,succeeded,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1485,-,1131567060,2005.11.09,tbird-admin1,Nov,9,12:11:00,local@tbird-admin1,xinetd,,xinetd startup succeeded,Thunderbird_E148,xinetd startup succeeded,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1502,-,1131567060,2005.11.09,tbird-admin1,Nov,9,12:11:00,local@tbird-admin1,xinetd,1798.0,Reading included configuration file: /etc/xinetd.d/time-udp [file=/etc/xinetd.d/time-udp] [line=17],Thunderbird_E97,Reading included configuration file: <*> [file=<*>] [line=<*>],Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1503,-,1131567060,2005.11.09,tbird-admin1,Nov,9,12:11:00,local@tbird-admin1,xinetd,1798.0,Started working: 1 available service,Thunderbird_E120,Started working: <*> available service,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1519,-,1131567060,2005.11.09,tbird-admin1,Nov,9,12:11:00,local@tbird-admin1,xinetd,1798.0,removing time,Thunderbird_E106,removing <*>,Thunderbird,O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
1520,-,1131567060,2005.11.09,tbird-admin1,Nov,9,12:11:00,local@tbird-admin1,xinetd,1798.0,xinetd Version 2.3.13 started with libwrap loadavg options compiled in.,Thunderbird_E149,xinetd Version <*> started with libwrap loadavg options compiled in.,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1533,-,1131567073,2005.11.09,tbird-admin1,Nov,9,12:11:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563473 when last update time is 1131563473 (minimum one second step),Thunderbird_E111,RRD_update (<*>): illegal attempt to update using time <*> when last update time is <*> (minimum one second step),Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1578,-,1131567093,2005.11.09,dadmin1,Nov,9,12:11:33,src@dadmin1,sendmail,27337.0,unable to qualify my own domain name (dadmin1) -- using short name,Thunderbird_E131,unable to qualify my own domain name (<*>) -- using short name,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1592,-,1131567095,2005.11.09,dadmin1,Nov,9,12:11:35,src@dadmin1,crond(pam_unix),24261.0,session closed for user root,Thunderbird_E117,session closed for user <*>,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1593,-,1131567095,2005.11.09,dadmin1,Nov,9,12:11:35,src@dadmin1,sendmail,27337.0,"jA9JBXVI027337: from=root, size=1597080, class=0, nrcpts=1, msgid=<200511091911.jA9JBXVI027337@dadmin1>, relay=#7#@localhost",Thunderbird_E15,"<*>: from=<*>, size=<*>, class=<*>, nrcpts=<*>, msgid=<*>, relay=#<*>#@localhost",Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1594,-,1131567095,2005.11.09,dadmin1,Nov,9,12:11:35,src@dadmin1,sendmail,27337.0,"jA9JBXVI027337: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1627080, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",Thunderbird_E16,"<*>: to=<*>, ctladdr=<*> (0/0), delay=<*>:<*>:<*>, xdelay=<*>:<*>:<*>, mailer=relay, pri=<*>, relay=[<*>] [<*>], dsn=<*>, stat=Deferred: Connection refused by [<*>]",Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1843,-,1131567240,2005.11.09,#8#,Nov,9,12:14:00,#8#/#8#,sshd,4893.0,Local disconnected: Connection closed.,Thunderbird_E67,Local disconnected: Connection closed.,Thunderbird,O O O O O O O O O O O O O STC,0,0,0,0,0,0,0,0,1,0
1844,-,1131567240,2005.11.09,#8#,Nov,9,12:14:00,#8#/#8#,sshd,4893.0,connection lost: 'Connection closed.',Thunderbird_E30,connection lost: 'Connection closed.',Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1953,-,1131567306,2005.11.09,en14,Nov,9,12:15:06,en14/en14,smartd,1971.0,"Device: /dev/sda, Temperature changed -2 Celsius to 26 Celsius since last report",Thunderbird_E34,"Device: <*>, Temperature changed <*> Celsius to <*> Celsius since last report",Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1983,-,1131567324,2005.11.09,tbird-sm1,Nov,9,12:15:24,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,Thunderbird_E8,[ib_sm_sweep.c:<*>]: ********************** NEW SWEEP ********************,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1991,-,1131567328,2005.11.09,tbird-sm1,Nov,9,12:15:28,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,Thunderbird_E6,[ib_sm_sweep.c:<*>]: No topology change,Thunderbird,O O O O O O O O O O O O O O O OID O,1,0,0,0,0,0,0,0,0,0
1992,-,1131567328,2005.11.09,tbird-sm1,Nov,9,12:15:28,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,Thunderbird_E7,[ib_sm_sweep.c:<*>]: No configuration change required,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
1997,-,1131567330,2005.11.09,tbird-admin1,Nov,9,12:15:30,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D7] datasource,Thunderbird_E32,data_thread() got not answer from any [<*>] datasource,Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
2000,-,1131567332,2005.11.09,cn390,Nov,9,12:15:32,cn390/cn390,ntpd,10152.0,"synchronized to 10.100.20.250, stratum 3",Thunderbird_E125,"synchronized to <*>, stratum <*>",Thunderbird,O O O O O O O O O O O LOI O OBA,0,1,0,0,0,0,0,1,0,0
